time,accx,accy,accz,gyrx,gyry,gyrz
12:44:04.612,-0.00,-0.04,-0.96,1.52,0.05,1.20
12:44:04.618,-0.00,-0.04,-0.96,1.52,-0.07,1.20
12:44:04.622,-0.00,-0.04,-0.96,1.52,-0.07,1.18
12:44:05.595,-0.00,-0.04,-0.96,1.52,-0.07,1.18
12:44:05.640,-0.00,-0.04,-0.96,1.52,-0.07,1.18
12:44:05.646,-0.00,-0.04,-0.97,1.52,-0.07,1.18
12:44:05.652,-0.00,-0.04,-0.97,1.40,-0.07,1.18
12:44:05.655,-0.00,-0.04,-0.97,1.40,-0.07,1.18
12:44:05.658,-0.00,-0.04,-0.97,1.40,-0.07,1.12
12:44:06.620,-0.00,-0.04,-0.97,1.40,-0.07,1.12
12:44:06.669,-0.00,-0.04,-0.97,1.40,-0.07,1.12
12:44:06.676,-0.00,-0.04,-0.97,1.40,-0.07,1.12
12:44:06.681,-0.00,-0.04,-0.97,1.44,-0.07,1.12
12:44:06.688,-0.00,-0.04,-0.97,1.44,0.11,1.12
12:44:06.691,-0.00,-0.04,-0.97,1.44,0.11,1.11
12:44:07.655,0.00,-0.04,-0.97,1.44,0.11,1.11
12:44:07.700,0.00,-0.04,-0.97,1.44,0.11,1.11
12:44:07.706,0.00,-0.04,-0.97,1.44,0.11,1.11
12:44:07.710,0.00,-0.04,-0.97,1.53,0.11,1.11
12:44:07.713,0.00,-0.04,-0.97,1.53,-0.02,1.11
12:44:07.718,0.00,-0.04,-0.97,1.53,-0.02,1.14
12:44:08.689,-0.00,-0.04,-0.97,1.53,-0.02,1.14
12:44:08.732,-0.00,-0.04,-0.97,1.53,-0.02,1.14
12:44:08.738,-0.00,-0.04,-0.98,1.53,-0.02,1.14
12:44:08.741,-0.00,-0.04,-0.98,1.32,-0.02,1.14
12:44:08.744,-0.00,-0.04,-0.98,1.32,-0.05,1.14
12:44:08.747,-0.00,-0.04,-0.98,1.32,-0.05,1.08
12:44:09.737,-0.00,-0.04,-0.98,1.32,-0.05,1.08
12:44:09.782,-0.00,-0.04,-0.98,1.32,-0.05,1.08
12:44:09.788,-0.00,-0.04,-0.97,1.32,-0.05,1.08
12:44:09.792,-0.00,-0.04,-0.97,1.49,-0.05,1.08
12:44:09.795,-0.00,-0.04,-0.97,1.49,-0.05,1.08
12:44:09.798,-0.00,-0.04,-0.97,1.49,-0.05,1.03
12:44:10.757,0.00,-0.04,-0.97,1.49,-0.05,1.03
12:44:10.764,0.00,-0.04,-0.97,1.49,-0.05,1.03
12:44:10.768,0.00,-0.04,-0.97,1.49,-0.05,1.03
12:44:10.771,0.00,-0.04,-0.97,1.47,-0.05,1.03
12:44:10.774,0.00,-0.04,-0.97,1.47,0.16,1.03
12:44:10.776,0.00,-0.04,-0.97,1.47,0.16,1.27
12:44:11.787,0.00,-0.04,-0.97,1.47,0.16,1.27
12:44:11.837,0.00,-0.04,-0.97,1.47,0.16,1.27
12:44:11.843,0.00,-0.04,-0.97,1.47,0.16,1.27
12:44:11.847,0.00,-0.04,-0.97,1.39,0.16,1.27
12:44:11.854,0.00,-0.04,-0.97,1.39,0.08,1.27
12:44:11.857,0.00,-0.04,-0.97,1.39,0.08,1.13
12:44:12.823,0.00,-0.04,-0.97,1.39,0.08,1.13
12:44:12.868,0.00,-0.04,-0.97,1.39,0.08,1.13
12:44:12.874,0.00,-0.04,-0.97,1.39,0.08,1.13
12:44:12.877,0.00,-0.04,-0.97,1.36,0.08,1.13
12:44:12.884,0.00,-0.04,-0.97,1.36,0.10,1.13
12:44:12.887,0.00,-0.04,-0.97,1.36,0.10,1.08
12:44:13.853,-0.00,-0.04,-0.97,1.36,0.10,1.08
12:44:13.898,-0.00,-0.04,-0.97,1.36,0.10,1.08
12:44:13.904,-0.00,-0.04,-0.97,1.36,0.10,1.08
12:44:13.907,-0.00,-0.04,-0.97,1.46,0.10,1.08
12:44:13.910,-0.00,-0.04,-0.97,1.46,0.05,1.08
12:44:13.919,-0.00,-0.04,-0.97,1.46,0.05,1.08
12:44:14.888,0.00,-0.04,-0.97,1.46,0.05,1.08
12:44:14.931,0.00,-0.04,-0.97,1.46,0.05,1.08
12:44:14.937,0.00,-0.04,-0.97,1.46,0.05,1.08
12:44:14.942,0.00,-0.04,-0.97,1.30,0.05,1.08
12:44:14.952,0.00,-0.04,-0.97,1.30,-0.01,1.08
12:44:14.956,0.00,-0.04,-0.97,1.30,-0.01,1.24
12:44:15.918,0.00,-0.04,-0.97,1.30,-0.01,1.24
12:44:15.964,0.00,-0.03,-0.97,1.30,-0.01,1.24
12:44:15.968,0.00,-0.03,-0.97,1.30,-0.01,1.24
12:44:15.972,0.00,-0.03,-0.97,1.64,-0.01,1.24
12:44:15.976,0.00,-0.03,-0.97,1.64,0.05,1.24
12:44:15.979,0.00,-0.03,-0.97,1.64,0.05,1.01
12:44:16.952,-0.00,-0.03,-0.97,1.64,0.05,1.01
12:44:17.004,-0.00,-0.04,-0.97,1.64,0.05,1.01
12:44:17.008,-0.00,-0.04,-0.97,1.64,0.05,1.01
12:44:17.012,-0.00,-0.04,-0.97,1.35,0.05,1.01
12:44:17.022,-0.00,-0.04,-0.97,1.35,0.05,1.01
12:44:17.026,-0.00,-0.04,-0.97,1.35,0.05,1.09
12:44:17.988,0.00,-0.04,-0.97,1.35,0.05,1.09
12:44:18.034,0.00,-0.04,-0.97,1.35,0.05,1.09
12:44:18.041,0.00,-0.04,-0.98,1.35,0.05,1.09
12:44:18.045,0.00,-0.04,-0.98,1.53,0.05,1.09
12:44:18.052,0.00,-0.04,-0.98,1.53,-0.07,1.09
12:44:18.056,0.00,-0.04,-0.98,1.53,-0.07,1.27
12:44:19.020,-0.00,-0.04,-0.98,1.53,-0.07,1.27
12:44:19.066,-0.00,-0.04,-0.98,1.53,-0.07,1.27
12:44:19.070,-0.00,-0.04,-0.97,1.53,-0.07,1.27
12:44:19.075,-0.00,-0.04,-0.97,1.36,-0.07,1.27
12:44:19.079,-0.00,-0.04,-0.97,1.36,0.05,1.27
12:44:19.086,-0.00,-0.04,-0.97,1.36,0.05,1.30
12:44:20.051,0.01,-0.04,-0.97,1.36,0.05,1.30
12:44:20.093,0.01,-0.04,-0.97,1.36,0.05,1.30
12:44:20.098,0.01,-0.04,-0.97,1.36,0.05,1.30
12:44:20.102,0.01,-0.04,-0.97,1.45,0.05,1.30
12:44:20.124,0.01,-0.04,-0.97,1.45,0.07,1.30
12:44:20.129,0.01,-0.04,-0.97,1.45,0.07,1.16
12:44:21.087,0.01,-0.04,-0.97,1.45,0.07,1.16
12:44:21.139,0.01,-0.04,-0.97,1.45,0.07,1.16
12:44:21.145,0.01,-0.04,-0.97,1.45,0.07,1.16
12:44:21.151,0.01,-0.04,-0.97,1.24,0.07,1.16
12:44:21.155,0.01,-0.04,-0.97,1.24,-0.20,1.16
12:44:21.157,0.01,-0.04,-0.97,1.24,-0.20,1.07
12:44:22.119,0.00,-0.04,-0.97,1.24,-0.20,1.07
12:44:22.164,0.00,-0.04,-0.97,1.24,-0.20,1.07
12:44:22.170,0.00,-0.04,-0.97,1.24,-0.20,1.07
12:44:22.174,0.00,-0.04,-0.97,1.47,-0.20,1.07
12:44:22.177,0.00,-0.04,-0.97,1.47,0.05,1.07
12:44:22.184,0.00,-0.04,-0.97,1.47,0.05,1.13
12:44:23.146,0.01,-0.04,-0.97,1.47,0.05,1.13
12:44:23.194,0.01,-0.03,-0.97,1.47,0.05,1.13
12:44:23.200,0.01,-0.03,-0.97,1.47,0.05,1.13
12:44:23.204,0.01,-0.03,-0.97,1.54,0.05,1.13
12:44:23.207,0.01,-0.03,-0.97,1.54,-0.11,1.13
12:44:23.210,0.01,-0.03,-0.97,1.54,-0.11,1.08
12:44:24.179,0.00,-0.03,-0.97,1.54,-0.11,1.08
12:44:24.228,0.00,-0.04,-0.97,1.54,-0.11,1.08
12:44:24.234,0.00,-0.04,-0.97,1.54,-0.11,1.08
12:44:24.237,0.00,-0.04,-0.97,1.37,-0.11,1.08
12:44:24.241,0.00,-0.04,-0.97,1.37,0.02,1.08
12:44:24.244,0.00,-0.04,-0.97,1.37,0.02,1.14
12:44:25.214,-0.00,-0.04,-0.97,1.37,0.02,1.14
12:44:25.260,-0.00,-0.04,-0.97,1.37,0.02,1.14
12:44:25.266,-0.00,-0.04,-0.98,1.37,0.02,1.14
12:44:25.270,-0.00,-0.04,-0.98,1.55,0.02,1.14
12:44:25.273,-0.00,-0.04,-0.98,1.55,-0.05,1.14
12:44:25.276,-0.00,-0.04,-0.98,1.55,-0.05,1.30
12:44:26.242,-0.00,-0.04,-0.98,1.55,-0.05,1.30
12:44:26.293,-0.00,-0.04,-0.98,1.55,-0.05,1.30
12:44:26.299,-0.00,-0.04,-0.97,1.55,-0.05,1.30
12:44:26.302,-0.00,-0.04,-0.97,1.28,-0.05,1.30
12:44:26.305,-0.00,-0.04,-0.97,1.28,0.31,1.30
12:44:26.309,-0.00,-0.04,-0.97,1.28,0.31,1.22
12:44:27.281,0.00,-0.04,-0.97,1.28,0.31,1.22
12:44:27.295,0.00,-0.04,-0.97,1.28,0.31,1.22
12:44:27.306,0.00,-0.04,-0.96,1.28,0.31,1.22
12:44:27.309,0.00,-0.04,-0.96,1.35,0.31,1.22
12:44:27.312,0.00,-0.04,-0.96,1.35,-0.05,1.22
12:44:27.317,0.00,-0.04,-0.96,1.35,-0.05,1.21
12:44:28.311,-0.00,-0.04,-0.96,1.35,-0.05,1.21
12:44:28.359,-0.00,-0.04,-0.96,1.35,-0.05,1.21
12:44:28.370,-0.00,-0.04,-0.96,1.35,-0.05,1.21
12:44:28.374,-0.00,-0.04,-0.96,1.64,-0.05,1.21
12:44:28.377,-0.00,-0.04,-0.96,1.64,-0.02,1.21
12:44:28.383,-0.00,-0.04,-0.96,1.64,-0.02,1.30
12:44:29.348,0.00,-0.04,-0.96,1.64,-0.02,1.30
12:44:29.396,0.00,-0.03,-0.96,1.64,-0.02,1.30
12:44:29.399,0.00,-0.03,-0.97,1.64,-0.02,1.30
12:44:29.404,0.00,-0.03,-0.97,1.34,-0.02,1.30
12:44:29.407,0.00,-0.03,-0.97,1.34,0.05,1.30
12:44:29.410,0.00,-0.03,-0.97,1.34,0.05,1.26
12:44:30.379,-0.00,-0.03,-0.97,1.34,0.05,1.26
12:44:30.424,-0.00,-0.04,-0.97,1.34,0.05,1.26
12:44:30.430,-0.00,-0.04,-0.97,1.34,0.05,1.26
12:44:30.434,-0.00,-0.04,-0.97,1.50,0.05,1.26
12:44:30.436,-0.00,-0.04,-0.97,1.50,0.13,1.26
12:44:30.439,-0.00,-0.04,-0.97,1.50,0.13,1.05
12:44:31.410,0.00,-0.04,-0.97,1.50,0.13,1.05
12:44:31.456,0.00,-0.03,-0.97,1.50,0.13,1.05
12:44:31.459,0.00,-0.03,-0.97,1.50,0.13,1.05
12:44:31.466,0.00,-0.03,-0.97,1.58,0.13,1.05
12:44:31.470,0.00,-0.03,-0.97,1.58,-0.03,1.05
12:44:31.474,0.00,-0.03,-0.97,1.58,-0.03,1.19
12:44:32.442,0.01,-0.03,-0.97,1.58,-0.03,1.19
12:44:32.491,0.01,-0.04,-0.97,1.58,-0.03,1.19
12:44:32.497,0.01,-0.04,-0.97,1.58,-0.03,1.19
12:44:32.501,0.01,-0.04,-0.97,1.44,-0.03,1.19
12:44:32.504,0.01,-0.04,-0.97,1.44,0.18,1.19
12:44:32.507,0.01,-0.04,-0.97,1.44,0.18,1.06
12:44:33.479,-0.00,-0.04,-0.97,1.44,0.18,1.06
12:44:33.521,-0.00,-0.04,-0.97,1.44,0.18,1.06
12:44:33.528,-0.00,-0.04,-0.98,1.44,0.18,1.06
12:44:33.533,-0.00,-0.04,-0.98,1.41,0.18,1.06
12:44:33.537,-0.00,-0.04,-0.98,1.41,-0.08,1.06
12:44:33.541,-0.00,-0.04,-0.98,1.41,-0.08,1.14
12:44:34.509,-0.00,-0.04,-0.98,1.41,-0.08,1.14
12:44:34.554,-0.00,-0.04,-0.98,1.41,-0.08,1.14
12:44:34.560,-0.00,-0.04,-0.97,1.41,-0.08,1.14
12:44:34.567,-0.00,-0.04,-0.97,1.31,-0.08,1.14
12:44:34.571,-0.00,-0.04,-0.97,1.31,-0.02,1.14
12:44:34.574,-0.00,-0.04,-0.97,1.31,-0.02,1.10
12:44:35.539,-0.00,-0.04,-0.97,1.31,-0.02,1.10
12:44:35.590,-0.00,-0.03,-0.97,1.31,-0.02,1.10
12:44:35.596,-0.00,-0.03,-0.97,1.31,-0.02,1.10
12:44:35.600,-0.00,-0.03,-0.97,1.63,-0.02,1.10
12:44:35.603,-0.00,-0.03,-0.97,1.63,-0.01,1.10
12:44:35.606,-0.00,-0.03,-0.97,1.63,-0.01,1.27
12:44:36.575,0.01,-0.03,-0.97,1.63,-0.01,1.27
12:44:36.625,0.01,-0.04,-0.97,1.63,-0.01,1.27
12:44:36.631,0.01,-0.04,-0.97,1.63,-0.01,1.27
12:44:36.635,0.01,-0.04,-0.97,1.40,-0.01,1.27
12:44:36.638,0.01,-0.04,-0.97,1.40,0.03,1.27
12:44:36.641,0.01,-0.04,-0.97,1.40,0.03,1.09
12:44:37.609,-0.01,-0.04,-0.97,1.40,0.03,1.09
12:44:37.654,-0.01,-0.03,-0.97,1.40,0.03,1.09
12:44:37.660,-0.01,-0.03,-0.96,1.40,0.03,1.09
12:44:37.668,-0.01,-0.03,-0.96,1.37,0.03,1.09
12:44:37.672,-0.01,-0.03,-0.96,1.37,0.02,1.09
12:44:37.675,-0.01,-0.03,-0.96,1.37,0.02,1.08
12:44:38.636,0.00,-0.03,-0.96,1.37,0.02,1.08
12:44:38.686,0.00,-0.04,-0.96,1.37,0.02,1.08
12:44:38.693,0.00,-0.04,-0.96,1.37,0.02,1.08
12:44:38.701,0.00,-0.04,-0.96,1.56,0.02,1.08
12:44:38.704,0.00,-0.04,-0.96,1.56,0.24,1.08
12:44:38.707,0.00,-0.04,-0.96,1.56,0.24,0.90
12:44:39.676,-0.00,-0.04,-0.96,1.56,0.24,0.90
12:44:39.720,-0.00,-0.04,-0.96,1.56,0.24,0.90
12:44:39.730,-0.00,-0.04,-0.97,1.56,0.24,0.90
12:44:39.734,-0.00,-0.04,-0.97,1.50,0.24,0.90
12:44:39.737,-0.00,-0.04,-0.97,1.50,0.15,0.90
12:44:39.740,-0.00,-0.04,-0.97,1.50,0.15,1.02
12:44:40.703,-0.00,-0.04,-0.97,1.50,0.15,1.02
12:44:40.759,-0.00,-0.03,-0.97,1.50,0.15,1.02
12:44:40.765,-0.00,-0.03,-0.97,1.50,0.15,1.02
12:44:40.769,-0.00,-0.03,-0.97,1.29,0.15,1.02
12:44:40.772,-0.00,-0.03,-0.97,1.29,0.15,1.02
12:44:40.775,-0.00,-0.03,-0.97,1.29,0.15,1.05
12:44:41.738,0.00,-0.03,-0.97,1.29,0.15,1.05
12:44:41.785,0.00,-0.04,-0.97,1.29,0.15,1.05
12:44:41.791,0.00,-0.04,-0.98,1.29,0.15,1.05
12:44:41.794,0.00,-0.04,-0.98,1.39,0.15,1.05
12:44:41.800,0.00,-0.04,-0.98,1.39,-0.16,1.05
12:44:41.804,0.00,-0.04,-0.98,1.39,-0.16,1.18
12:44:42.773,0.00,-0.04,-0.98,1.39,-0.16,1.18
12:44:42.817,0.00,-0.04,-0.98,1.39,-0.16,1.18
12:44:42.823,0.00,-0.04,-0.97,1.39,-0.16,1.18
12:44:42.826,0.00,-0.04,-0.97,1.56,-0.16,1.18
12:44:42.833,0.00,-0.04,-0.97,1.56,0.12,1.18
12:44:42.836,0.00,-0.04,-0.97,1.56,0.12,1.13
12:44:43.811,0.00,-0.04,-0.97,1.56,0.12,1.13
12:44:43.820,0.00,-0.04,-0.97,1.56,0.12,1.13
12:44:43.823,0.00,-0.04,-0.97,1.56,0.12,1.13
12:44:43.826,0.00,-0.04,-0.97,1.32,0.12,1.13
12:44:43.833,0.00,-0.04,-0.97,1.32,-0.01,1.13
12:44:43.836,0.00,-0.04,-0.97,1.32,-0.01,1.18
12:44:44.840,-0.00,-0.04,-0.97,1.32,-0.01,1.18
12:44:44.885,-0.00,-0.04,-0.97,1.32,-0.01,1.18
12:44:44.891,-0.00,-0.04,-0.98,1.32,-0.01,1.18
12:44:44.895,-0.00,-0.04,-0.98,1.39,-0.01,1.18
12:44:44.901,-0.00,-0.04,-0.98,1.39,0.05,1.18
12:44:44.905,-0.00,-0.04,-0.98,1.39,0.05,1.21
12:44:45.899,0.00,-0.04,-0.98,1.39,0.05,1.21
12:44:45.961,0.00,-0.04,-0.98,1.39,0.05,1.21
12:44:45.965,0.00,-0.04,-0.97,1.39,0.05,1.21
12:44:45.968,0.00,-0.04,-0.97,1.55,0.05,1.21
12:44:45.972,0.00,-0.04,-0.97,1.55,-0.08,1.21
12:44:45.976,0.00,-0.04,-0.97,1.55,-0.08,1.12
12:44:46.900,-0.00,-0.04,-0.97,1.55,-0.08,1.12
12:44:46.950,-0.00,-0.03,-0.97,1.55,-0.08,1.12
12:44:46.956,-0.00,-0.03,-0.98,1.55,-0.08,1.12
12:44:46.961,-0.00,-0.03,-0.98,1.31,-0.08,1.12
12:44:46.970,-0.00,-0.03,-0.98,1.31,0.07,1.12
12:44:46.975,-0.00,-0.03,-0.98,1.31,0.07,1.29
12:44:47.938,0.00,-0.03,-0.98,1.31,0.07,1.29
12:44:47.982,0.00,-0.03,-0.98,1.31,0.07,1.29
12:44:47.988,0.00,-0.03,-0.97,1.31,0.07,1.29
12:44:47.992,0.00,-0.03,-0.97,1.55,0.07,1.29
12:44:48.003,0.00,-0.03,-0.97,1.55,0.08,1.29
12:44:48.008,0.00,-0.03,-0.97,1.55,0.08,0.95
12:44:48.973,0.00,-0.03,-0.97,1.55,0.08,0.95
12:44:49.020,0.00,-0.03,-0.97,1.55,0.08,0.95
12:44:49.026,0.00,-0.03,-0.97,1.55,0.08,0.95
12:44:49.033,0.00,-0.03,-0.97,1.44,0.08,0.95
12:44:49.037,0.00,-0.03,-0.97,1.44,0.04,0.95
12:44:49.040,0.00,-0.03,-0.97,1.44,0.04,1.15
12:44:50.004,-0.00,-0.03,-0.97,1.44,0.04,1.15
12:44:50.050,-0.00,-0.04,-0.97,1.44,0.04,1.15
12:44:50.057,-0.00,-0.04,-0.97,1.44,0.04,1.15
12:44:50.062,-0.00,-0.04,-0.97,1.58,0.04,1.15
12:44:50.069,-0.00,-0.04,-0.97,1.58,-0.07,1.15
12:44:50.073,-0.00,-0.04,-0.97,1.58,-0.07,1.19
12:44:51.046,0.00,-0.04,-0.97,1.58,-0.07,1.19
12:44:51.097,0.00,-0.04,-0.97,1.58,-0.07,1.19
12:44:51.102,0.00,-0.04,-0.97,1.58,-0.07,1.19
12:44:51.106,0.00,-0.04,-0.97,1.56,-0.07,1.19
12:44:51.109,0.00,-0.04,-0.97,1.56,-0.12,1.19
12:44:51.117,0.00,-0.04,-0.97,1.56,-0.12,1.01
12:44:52.072,-0.00,-0.04,-0.97,1.56,-0.12,1.01
12:44:52.117,-0.00,-0.04,-0.97,1.56,-0.12,1.01
12:44:52.123,-0.00,-0.04,-0.97,1.56,-0.12,1.01
12:44:52.127,-0.00,-0.04,-0.97,1.47,-0.12,1.01
12:44:52.133,-0.00,-0.04,-0.97,1.47,0.11,1.01
12:44:52.137,-0.00,-0.04,-0.97,1.47,0.11,1.10
12:44:53.108,-0.00,-0.04,-0.97,1.47,0.11,1.10
12:44:53.152,-0.00,-0.04,-0.97,1.47,0.11,1.10
12:44:53.158,-0.00,-0.04,-0.97,1.47,0.11,1.10
12:44:53.165,-0.00,-0.04,-0.97,1.34,0.11,1.10
12:44:53.169,-0.00,-0.04,-0.97,1.34,0.18,1.10
12:44:53.172,-0.00,-0.04,-0.97,1.34,0.18,1.18
12:44:54.136,0.00,-0.04,-0.97,1.34,0.18,1.18
12:44:54.181,0.00,-0.04,-0.97,1.34,0.18,1.18
12:44:54.187,0.00,-0.04,-0.97,1.34,0.18,1.18
12:44:54.190,0.00,-0.04,-0.97,1.29,0.18,1.18
12:44:54.193,0.00,-0.04,-0.97,1.29,0.11,1.18
12:44:54.199,0.00,-0.04,-0.97,1.29,0.11,1.13
12:44:55.161,0.00,-0.04,-0.97,1.29,0.11,1.13
12:44:55.210,0.00,-0.03,-0.97,1.29,0.11,1.13
12:44:55.216,0.00,-0.03,-0.97,1.29,0.11,1.13
12:44:55.220,0.00,-0.03,-0.97,1.55,0.11,1.13
12:44:55.223,0.00,-0.03,-0.97,1.55,0.15,1.13
12:44:55.226,0.00,-0.03,-0.97,1.55,0.15,1.18
12:44:56.201,-0.00,-0.03,-0.97,1.55,0.15,1.18
12:44:56.249,-0.00,-0.04,-0.97,1.55,0.15,1.18
12:44:56.256,-0.00,-0.04,-0.97,1.55,0.15,1.18
12:44:56.260,-0.00,-0.04,-0.97,1.46,0.15,1.18
12:44:56.265,-0.00,-0.04,-0.97,1.46,0.03,1.18
12:44:56.269,-0.00,-0.04,-0.97,1.46,0.03,1.21
12:44:57.231,0.00,-0.04,-0.97,1.46,0.03,1.21
12:44:57.278,0.00,-0.03,-0.97,1.46,0.03,1.21
12:44:57.284,0.00,-0.03,-0.97,1.46,0.03,1.21
12:44:57.288,0.00,-0.03,-0.97,1.51,0.03,1.21
12:44:57.291,0.00,-0.03,-0.97,1.51,-0.11,1.21
12:44:57.294,0.00,-0.03,-0.97,1.51,-0.11,1.10
12:44:58.267,0.00,-0.03,-0.97,1.51,-0.11,1.10
12:44:58.315,0.00,-0.04,-0.97,1.51,-0.11,1.10
12:44:58.321,0.00,-0.04,-0.97,1.51,-0.11,1.10
12:44:58.325,0.00,-0.04,-0.97,1.34,-0.11,1.10
12:44:58.333,0.00,-0.04,-0.97,1.34,0.05,1.10
12:44:58.336,0.00,-0.04,-0.97,1.34,0.05,1.23
12:44:59.301,-0.01,-0.04,-0.97,1.34,0.05,1.23
12:44:59.346,-0.01,-0.03,-0.97,1.34,0.05,1.23
12:44:59.353,-0.01,-0.03,-0.96,1.34,0.05,1.23
12:44:59.358,-0.01,-0.03,-0.96,2.42,0.05,1.23
12:44:59.361,-0.01,-0.03,-0.96,2.42,0.67,1.23
12:44:59.367,-0.01,-0.03,-0.96,2.42,0.67,8.05
12:45:00.337,0.01,-0.03,-0.96,2.42,0.67,8.05
12:45:00.343,0.01,-0.04,-0.96,2.42,0.67,8.05
12:45:00.350,0.01,-0.04,-0.97,2.42,0.67,8.05
12:45:00.354,0.01,-0.04,-0.97,1.51,0.67,8.05
12:45:00.357,0.01,-0.04,-0.97,1.51,-0.03,8.05
12:45:00.360,0.01,-0.04,-0.97,1.51,-0.03,1.19
12:45:01.368,0.01,-0.04,-0.97,1.51,-0.03,1.19
12:45:01.411,0.01,-0.04,-0.97,1.51,-0.03,1.19
12:45:01.418,0.01,-0.04,-0.97,1.51,-0.03,1.19
12:45:01.421,0.01,-0.04,-0.97,1.35,-0.03,1.19
12:45:01.424,0.01,-0.04,-0.97,1.35,-0.19,1.19
12:45:01.427,0.01,-0.04,-0.97,1.35,-0.19,1.18
12:45:02.397,-0.00,-0.04,-0.97,1.35,-0.19,1.18
12:45:02.444,-0.00,-0.05,-0.97,1.35,-0.19,1.18
12:45:02.448,-0.00,-0.05,-0.96,1.35,-0.19,1.18
12:45:02.452,-0.00,-0.05,-0.96,1.44,-0.19,1.18
12:45:02.455,-0.00,-0.05,-0.96,1.44,-0.10,1.18
12:45:02.458,-0.00,-0.05,-0.96,1.44,-0.10,1.24
12:45:03.434,0.00,-0.05,-0.96,1.44,-0.10,1.24
12:45:03.477,0.00,-0.05,-0.96,1.44,-0.10,1.24
12:45:03.480,0.00,-0.05,-0.97,1.44,-0.10,1.24
12:45:03.483,0.00,-0.05,-0.97,1.42,-0.10,1.24
12:45:03.486,0.00,-0.05,-0.97,1.42,0.06,1.24
12:45:03.488,0.00,-0.05,-0.97,1.42,0.06,1.19
12:45:04.459,-0.00,-0.05,-0.97,1.42,0.06,1.19
12:45:04.512,-0.00,-0.05,-0.97,1.42,0.06,1.19
12:45:04.515,-0.00,-0.05,-0.97,1.42,0.06,1.19
12:45:04.519,-0.00,-0.05,-0.97,1.35,0.06,1.19
12:45:04.522,-0.00,-0.05,-0.97,1.35,0.01,1.19
12:45:04.525,-0.00,-0.05,-0.97,1.35,0.01,1.01
12:45:05.498,0.00,-0.05,-0.97,1.35,0.01,1.01
12:45:05.543,0.00,-0.04,-0.97,1.35,0.01,1.01
12:45:05.547,0.00,-0.04,-0.97,1.35,0.01,1.01
12:45:05.550,0.00,-0.04,-0.97,1.35,0.01,1.01
12:45:05.553,0.00,-0.04,-0.97,1.35,-0.02,1.01
12:45:05.558,0.00,-0.04,-0.97,1.35,-0.02,1.12
12:45:06.532,-0.00,-0.04,-0.97,1.35,-0.02,1.12
12:45:06.576,-0.00,-0.04,-0.97,1.35,-0.02,1.12
12:45:06.579,-0.00,-0.04,-0.97,1.35,-0.02,1.12
12:45:06.582,-0.00,-0.04,-0.97,1.50,-0.02,1.12
12:45:06.586,-0.00,-0.04,-0.97,1.50,-0.03,1.12
12:45:06.589,-0.00,-0.04,-0.97,1.50,-0.03,1.19
12:45:07.556,0.00,-0.04,-0.97,1.50,-0.03,1.19
12:45:07.610,0.00,-0.05,-0.97,1.50,-0.03,1.19
12:45:07.613,0.00,-0.05,-0.97,1.50,-0.03,1.19
12:45:07.617,0.00,-0.05,-0.97,1.47,-0.03,1.19
12:45:07.620,0.00,-0.05,-0.97,1.47,-0.02,1.19
12:45:07.624,0.00,-0.05,-0.97,1.47,-0.02,1.24
12:45:08.591,-0.00,-0.05,-0.97,1.47,-0.02,1.24
12:45:08.639,-0.00,-0.04,-0.97,1.47,-0.02,1.24
12:45:08.646,-0.00,-0.04,-0.97,1.47,-0.02,1.24
12:45:08.650,-0.00,-0.04,-0.97,1.39,-0.02,1.24
12:45:08.655,-0.00,-0.04,-0.97,1.39,-0.17,1.24
12:45:08.659,-0.00,-0.04,-0.97,1.39,-0.17,1.11
12:45:09.630,0.01,-0.04,-0.97,1.39,-0.17,1.11
12:45:09.679,0.01,-0.05,-0.97,1.39,-0.17,1.11
12:45:09.682,0.01,-0.05,-0.97,1.39,-0.17,1.11
12:45:09.686,0.01,-0.05,-0.97,1.20,-0.17,1.11
12:45:09.689,0.01,-0.05,-0.97,1.20,-0.02,1.11
12:45:09.692,0.01,-0.05,-0.97,1.20,-0.02,1.10
12:45:10.659,-0.00,-0.05,-0.97,1.20,-0.02,1.10
12:45:10.707,-0.00,-0.04,-0.97,1.20,-0.02,1.10
12:45:10.714,-0.00,-0.04,-0.97,1.20,-0.02,1.10
12:45:10.718,-0.00,-0.04,-0.97,1.51,-0.02,1.10
12:45:10.721,-0.00,-0.04,-0.97,1.51,-0.02,1.10
12:45:10.724,-0.00,-0.04,-0.97,1.51,-0.02,1.22
12:45:11.695,0.00,-0.04,-0.97,1.51,-0.02,1.22
12:45:11.736,0.00,-0.04,-0.97,1.51,-0.02,1.22
12:45:11.743,0.00,-0.04,-0.97,1.51,-0.02,1.22
12:45:11.748,0.00,-0.04,-0.97,1.34,-0.02,1.22
12:45:11.752,0.00,-0.04,-0.97,1.34,0.02,1.22
12:45:11.755,0.00,-0.04,-0.97,1.34,0.02,1.10
12:45:12.730,0.00,-0.04,-0.97,1.34,0.02,1.10
12:45:12.772,0.00,-0.04,-0.97,1.34,0.02,1.10
12:45:12.778,0.00,-0.04,-0.97,1.34,0.02,1.10
12:45:12.785,0.00,-0.04,-0.97,1.42,0.02,1.10
12:45:12.791,0.00,-0.04,-0.97,1.42,-0.05,1.10
12:45:12.798,0.00,-0.04,-0.97,1.42,-0.05,1.33
12:45:13.761,0.00,-0.04,-0.97,1.42,-0.05,1.33
